storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacterName,centerCharacterName,rightCharacterName,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_gurucha_story2,scene1,storyline,,,,,,,楽しく使うってどういうことだろう…,scene2,false,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_gurucha_story2,scene2,storyline,,,,,,,これで本当に大丈夫かな？,scene3,false,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_gurucha_story2,scene3,screen,,,,,,,次の日,scene4,false,,,,,,,,,,classroom_bgm,school
good_gurucha_story2,scene4,talk,,alec_icon,Alec_normal,Alec_normal,Cecil_fun,Cony_panic,ほら見て！カールタイム始まってるよ！,scene5,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene5,talk,,cecil_icon,Cecil_fun,Alec_normal,Cecil_fun,Cony_panic,うわほんとだ！今日で、カールタイム記録3日連続なんだけど笑,scene6,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene6,talk,,cony_icon,Cony_panic,Alec_normal,Cecil_fun,Cony_panic,,,true,……それ、もういいんじゃない？,1,scene7,そんなに質問して飽きないのかな？,0.3,scene7,ほぼ毎日質問してるよね,0,scene7,classroom_bgm,classroom
good_gurucha_story2,scene7,talk,,alec_icon,Alec_normal,Alec_normal,Cecil_fun,Cony_panic,え？聞こえなかった。何か言った？,scene8,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene8,talk,,cony_icon,Cony_panic,Alec_normal,Cecil_trouble,Cony_panic,,,true,ううん、なんでもない。<br>次の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,0.3,scene10,ん？カールタイムばかにしただけ笑,0,scene10,あんまり悪口言いたくないって言った！気にしないで！,1,scene9,classroom_bgm,classroom
good_gurucha_story2,scene9,talk,,cecil_icon,Cecil_trouble,Alec_normal,Cecil_trouble,Cony_panic,はいはい真面目モードね,scene10,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene10,screen,,,,,,,コニーとサンドラのチャット,scene11,false,,,,,,,,,,chat_bgm,school
good_gurucha_story2,scene11,chat,サンドラ,cony_icon,Cony,,,Cony,あのさ相談があるんだけど、、,scene12,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene12,chat,サンドラ,sandra_icon,Sandra,,,Cony,どうしたの？？,scene13,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene13,chat,サンドラ,cony_icon,Cony,,,Cony,,,true,アレックとセシルがグルチャで悪口言ってて、困ってるんだ,1,scene14,アレックとセシルが最低なんだけど、どうしたらいいかな？,0,scene14,アレックとセシル最近口悪いんだよね…,0,scene14,chat_bgm,chatBackground_03
good_gurucha_story2,scene14,chat_picture,サンドラ,cony_icon,Cony,,,Cony,chat_screenshot,scene15,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene15,chat,サンドラ,sandra_icon,Sandra,,,Cony,コニーも一緒に悪口言っちゃったんだね…,scene16,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene16,chat,サンドラ,cony_icon,Cony,,,Cony,,,true,ダメだってわかってたのに…,1,scene17,2人が言ってるからいいやと思って言っちゃった,0.3,scene17,しょうがないじゃん,0,scene17,chat_bgm,chatBackground_03
good_gurucha_story2,scene17,chat,サンドラ,cony_icon,Cony,,,Cony,やめたいけど、2人に伝える勇気がないんだ,scene18,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene18,chat,サンドラ,sandra_icon,Sandra,,,Cony,だったらまずはカールに謝ろうよ！,scene19,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene19,chat,サンドラ,cony_icon,Cony,,,Cony,そうだよね。そうしてみる！,scene20,false,,,,,,,,,,chat_bgm,chatBackground_03
good_gurucha_story2,scene20,screen,,,,,,,次の日,scene21,false,,,,,,,,,,classroom_bgm,school
good_gurucha_story2,scene21,talk,,cony_icon,Cecil_normal,Curl_anixiety,,Cecil_normal,あの…カールに話したいことあるんだけど,scene22,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene22,talk,,curl_icon,Curl_anixiety,Curl_anixiety,,Cecil_normal,ど、どうしたの、、？,scene23,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene23,talk,,cony_icon,Cecil_sorry,Curl_normal,,Cecil_sorry,,,true,今までひどい事してたって気づいたんだ。ほんとに、ごめん,1,scene24,ずっと謝りたくて、ごめんね,1,scene24,あの2人やばいよね。本当ごめん,0,scene24,classroom_bgm,classroom
good_gurucha_story2,scene24,talk,,curl_icon,Curl_happy,Curl_happy,,Cecil_sorry,……全然気にしてないよ！謝ってくれてありがとう！,scene25,false,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene25,talk,,cony_icon,Cecil_smile,Curl_happy,,Cecil_smile,私の方こそ話を聞いてくれてありがとう！,end,false,,,,,,,,,,classroom_bgm,classroom
