storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_netomo_story2,Scene0,start,コニー,ニックに｜住所《じゅうしょ》｜聞《き》かれたけど、｜仲良《なかよい》いし｜教《おし》えていいかな、、、？,Scene1,FALSE,,,,,,,arasuzi_background,,,,,,,,
bad_netomo_story2,Scene1,start,コニー,でも｜個人情報《こじんじょうほう》は｜教《おし》えたらいけないって｜先生《せんせい》｜言《い》ってたな,Scene2,FALSE,,,,,,,arasuzi_background,,,,,,,,
bad_netomo_story2,Scene2,chat,ニック,どうやって｜渡《わ》そうかな…,Scene3,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene3,chat,ニック,そうだ！｜郵送《ゆうそう》してあげるよ！｜住所《じゅうしょ》｜教《おし》えてー！,Scene4,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene4,chat,コニー,,,TRUE,え？｜住所《じゅうしょ》？,1,Scene5,｜住所《じゅうしょ》はちょっと…｜笑《わら》,0,Scene6,chatBackground,,,,,,,,
bad_netomo_story2,Scene5,chat,ニック,うん！｜他《ほか》の｜人《ひと》に｜教《お》えたりしないから！,Scene7,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene6,chat,ニック,｜誰《だれ》にも｜言《い》わないから｜安心《あんしん》して！,Scene7,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene7,chat,コニー,わかった<br>｜南島《みなみじま》｜白砂ケ浜《しらすながはま》3｜丁目《ちょうめ》5｜番《ばん》3｜号《ごう》だよ〜,Scene8,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene8,chat,ニック,｜俺《おれ》は｜月島《つきしま》に｜住《す》んでいるんだ！｜隣《となり》の｜島《しま》じゃん！,Scene9,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene9,chat,コニー,,,TRUE,もしかしたらどこかで｜会《あ》ってたかもね,0,Scene10,ね！｜全然《ぜんぜん》｜会《あ》える｜距離《きょり》じゃん！！,1,Scene10,chatBackground,,,,,,,,
bad_netomo_story2,Scene10,chat,ニック,じゃあさ、｜直接《ちょくせつ》｜会《あ》ってみない？,Scene11,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene11,chat,ニック,その｜時《とき》にグッズもあげるよ！,Scene12,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene12,chat,コニー,,,TRUE,そんなに｜良《よ》くしてもらって｜申《もう》し｜訳《わけ》ないよ〜,0,Scene13,｜早《はや》く｜会《あ》いたい！,1,Scene13,chatBackground,,,,,,,,
bad_netomo_story2,Scene13,chat,ニック,｜仕事《しごと》でちょうど｜南島《みなみじま》に｜行くからさ、｜今週《こんしゅう》の｜日曜日《にちようび》とかどう？,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene14,chat,コニー,,,TRUE,｜空《あ》いてるよ！,1,Scene15,｜直接《ちょくせつ》｜会《あ》うんだよね…｜行《い》けるよ,0,Scene16,chatBackground,,,,,,,,
bad_netomo_story2,Scene15,chat,ニック,ナイス！じゃあ｜近《ちか》くの｜公園《こうえん》まで｜行《い》くね！,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene16,chat,ニック,そんなに｜心配《しんぱい》しなくて｜大丈夫《だいじょうぶ》だよ｜笑《わら》,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene17,chat,コニー,わかった！｜本当《ほんとう》にありがとう！,Scene18,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story2,Scene18,dialogue,ニック,こんにちは。もしかしてコニー？,Scene19,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene19,dialogue,コニー,そうだよ！はじめましてニック！,Scene20,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene20,dialogue,コニー,,,TRUE,ずっと｜話《はな》してみたかったんだ！,0,Scene21,やっと｜会《あ》えて｜嬉《うれ》しいな！,1,Scene21,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene21,dialogue,ニック,コニーにやっと｜会《あ》えて｜嬉《うれ》しい！,Scene22,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene22,dialogue,ニック,そうだ！<br>｜忘《わす》れないうちにグッズ｜渡《わた》しちゃうね！,Scene23,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene23,dialogue,コニー,,,TRUE,わざわざありがとう！,1,Scene24,まじで｜優《や》しすぎ〜,1,Scene24,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene24,dialogue,ニック,それでなんだけど、これ｜一応《いちおう》｜定価《ていか》よりは｜安《やす》くしてあげたんだよね,Scene25,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_smile,,
bad_netomo_story2,Scene25,dialogue,ニック,え？？,end,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_panic,,
