storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,talkingPeople,leftCharacter,centerCharacter,rightCharacter,oneCharacter,twoCharacter,onePerson,bgm
bad_netomo_story1,Scene0,start,,ネトモのニックと｜実際《じっさい》に会ってしまい、グッズのお金を求められたコニー。,Scene1,FALSE,,,,,,,Sky,,,,,,,,
bad_netomo_story1,Scene1,chat,コニー,ヤッホー！<br>もしかして昨日のライブ行ってた？,Scene2,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene2,chat,ニック,行ったよ！,Scene3,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene3,chat,コニー,だよね！<br>ライブの写真が｜投稿《とうこう》されてるなーって思ってたんだよね,Scene4,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene4,chat,ニック,ライブめちゃくちゃ良かった！,Scene5,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene5,chat,コニー,わかる〜<br>特に｜衣装《いしょう》が｜最高《さいこう》だったよね。,Scene6,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene6,chat,ニック,それな！,Scene7,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene7,chat,コニー,もしかしたらどこかですれ｜違《ちが》ったりしてたのかな〜,Scene8,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene8,chat,ニック,他のネトモとは｜直接《ちょくせつ》会って話したよ！,Scene9,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene9,chat,,,,TRUE,え？ネトモに｜直接《ちょくせつ》会ったの？,0,Scene10,え！私もあって話してみたい！,1,Scene11,chatBackground,,,,,,,,
bad_netomo_story1,Scene10,chat,ニック,そうだよ。<br>コニーにも会いたいな！,Scene12,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene11,chat,ニック,じゃあライブの時コニーも会おうよ！,Scene13,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene12,chat,コニー,いいね！どこで会う？,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene13,chat,コニー,やった！とっても楽しみ！,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene14,chat,ニック,次のライブ行くよね？そこで会おうよ！,Scene15,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene15,chat,コニー,それが｜金欠《きんけつ》だから行けないんだよね,Scene16,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene16,chat,ニック,そっか〜<br>次のライブではコニーと会いたかったな,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene17,chat,,,,TRUE,私もニックに会ってみたかったな,,Scene20,ライブ以外でも会えないかな？,,Scene19,chatBackground,,,,,,,,
bad_netomo_story1,Scene18,chat,ニック,最近｜忙《いそが》しいからライブの日が１番早く会えるんだよね,Scene19,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene19,chat,ニック,でも来れないならしょうがないか,Scene20,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene20,chat,ニック,じゃあグッズだけでも買うの？,Scene21,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene21,chat,,,,TRUE,金欠だからグッズも買えなさそうでまじやばい,,Scene22,金欠だから買いたいけどどうしようかなって感じ,,Scene22,chatBackground,,,,,,,,
bad_netomo_story1,Scene22,chat,ニック,じゃあもしかして今回のツアーのグッズも買えなかった？,Scene23,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene23,chat,コニー,そうなんだよね,Scene24,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene24,chat,ニック,もし良かったらグッズあげようか？<br>今回のグッズ、かぶっちゃってさ、もらってくれる人｜探《さが》してたんだ。,Scene25,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene25,chat,,,,TRUE,え！そうなの！嬉しい！,,Scene26,いいの？？,,Scene26,chatBackground,,,,,,,,
bad_netomo_story1,Scene26,chat,ニック,もちろん！<br>せっかくあげるなら仲のいい人にあげたいなって思ってたらから！,Scene27,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene27,chat,,,,TRUE,本当にありがとう！,,Scene28,ニック最高の友達すぎ！,,Scene28,chatBackground,,,,,,,,
bad_netomo_story1,Scene28,chat,ニック,どうやって｜渡《わた》そうかな…,Scene29,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene29,chat,ニック,そうだ！家に送ってあげるよ！住所教えてー！,Scene30,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story1,Scene30,chat,コニー,え…？,end,FALSE,,,,,,,chatBackground,,,,,,,,
