storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_groupchat_story2,Scene0,dialogue,アレック,ほら見て見て！始まったよ、カールタイム～笑,Scene1,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene1,dialogue,セシル,うわほんとだ！<br>毎日｜恒例《こうれい》じゃん…先生とお話ターイム！,Scene2,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene2,dialogue,,,,TRUE,また始まったね笑,0,Scene3,私が記録係だからちゃんとみてなきゃ！,1,Scene3,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene3,dialogue,カール,あの…ここ、ちょっとわからなくて…,Scene4,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,
bad_groupchat_story2,Scene4,dialogue,先生,ああ、ここはね、図を見ながら考えるとわかりやすいよ！,Scene5,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,
bad_groupchat_story2,Scene5,dialogue,アレック,あと5分は帰ってこないな、これは笑,Scene6,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene6,dialogue,セシル,てか、カールタイム｜記録《きろく》してる？<br>今日で3日連続なんだけど｜笑《わら》,Scene7,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene7,dialogue,,,,TRUE,ほぼ毎日質問してるよね,0,Scene8,そんなに質問して飽きないのかな？,1,Scene8,classroom,Three,Alec_normal,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene8,dialogue,アレック,それな。マジで迷惑なの分かってないよね,Scene9,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene9,dialogue,,,,TRUE,面白いとは思うけど、迷惑かな,1,Scene11,そんなに迷惑かな...？,0,Scene10,classroom,Three,Alec_disgusting,Cecil_smile,Cony_suprised,,,,
bad_groupchat_story2,Scene10,dialogue,セシル,え？聞こえなかった。何か言った？,Scene12,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_suprised,,,,
bad_groupchat_story2,Scene11,dialogue,セシル,流石に言い過ぎてて面白い,Scene14,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_fun,Cony_suprised,,,,
bad_groupchat_story2,Scene12,dialogue,コニー,ううん、なんでもない。<br>次の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,Scene13,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene13,chat,セシル,今日も学校｜疲《つか》れたね〜,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene14,chat,アレック,てかさ、前から思ってたんだけど、<br>カールって｜友達《ともだち》いないよね,Scene15,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene15,chat,セシル,それ思った！だから先生といつも喋ってるんだ,Scene16,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene16,chat,コニー,そ、それな！！いつもひとりぼっちだね...,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene17,chat,アレック,カールの｜周《まわ》りって誰も｜近寄《ちかよ》らないよね,Scene18,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene18,chat,セシル,それってカールゾーンじゃん！,Scene19,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene19,chat,アレック,でた！｜危険《きけん》エリア｜認定《にんてい》しよ！笑,Scene20,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene20,chat,,,,TRUE,……ちょっと言い｜過《す》ぎじゃない？？笑,0,Scene21,カールゾーンに入ったら抜け出せなくなるとかありそう！,1,Scene25,chatBackground,,,,,,,,
