storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_groupchat_story3,Scene0,dialogue,ブライアン,カール、この前の図工の絵すごく｜素敵《すてき》だったよ！,Scene1,FALSE,,,,,,,classroom,Two,,,,Curl_happy,Brian_normal,,
bad_groupchat_story3,Scene1,dialogue,カール,え？あ、ありがとう…,Scene2,FALSE,,,,,,,classroom,Two,,,,Curl_happy,Brian_normal,,
bad_groupchat_story3,Scene2,dialogue,カール,めっちゃ嬉しい！,Scene3,FALSE,,,,,,,classroom,Two,,,,Curl_happy,Brian_normal,,
bad_groupchat_story3,Scene3,dialogue,ブライアン,ていうかさ、カール｜大丈夫《だいじょうぶ》？,Scene4,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene4,dialogue,カール,え？なんのこと？,Scene5,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene5,dialogue,ブライアン,あのグルチャのスクショのことだよ…。<br>ロビーから見せてもらったんだ…。,Scene6,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene6,dialogue,カール,うーん、｜初《はじ》めて聞いたかも…。<br>そのスクショ見せてもらってもいい？,Scene7,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene7,dialogue,ブライアン,もちろん。でも、あんまり気にしたらダメだよ,Scene8,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene8,dialogue,カール,うん、ありがとう,Scene9,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene9,dialogue,アレック,おい、ブライアンがカールゾーン行ったよ,Scene10,FALSE,,,,,,,classroom,Three,,,,Curl_anixiety,Brian_trouble,,
bad_groupchat_story3,Scene10,dialogue,セシル,まさかカールゾーンに｜踏《ふ》み｜込《こ》｜勇者《ゆうしゃ》がいるなんて！,Scene11,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene11,dialogue,,,,TRUE,｜私《わたし》だったら行かないな…笑,0,Scene12,あれは帰ってこれなくなるやつだ,1,Scene12,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene12,dialogue,アレック,｜尊敬《そんけい》するわ〜笑<br>次は誰がカールと話すか予想する？,Scene13,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene13,dialogue,セシル,それ、カールビンゴじゃん！,Scene14,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene14,dialogue,,,,TRUE,さすがにセシル天才すぎ笑最高じゃん,1,Scene15,セシルってすぐ名付けるよね...笑,0,Scene15,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene15,dialogue,アレック,ていうか内心コニーノリ悪いと思ってたけど全然そんなことなかったわ笑,Scene16,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene16,dialogue,セシル,それな！やっぱこの3人でいる時、ノリ良くて楽しい！,Scene17,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene17,dialogue,,,,TRUE,だよね！私も楽しいもん！,0,Scene18,私がノリ悪いわけないじゃん！カールじゃないんだから笑,1,Scene18,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story3,Scene18,dialogue,ブライアン,あの3人声大きいね……。,Scene19,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene19,dialogue,カール,……うん。どうしたらいいんだろう。,Scene20,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene20,dialogue,ブライアン,あのさ、カールさえ｜良《よ》かったら先生にこのこと相談しに行く？,Scene21,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene21,dialogue,カール,…うん。でも、｜迷惑《めいわく》じゃないかな…,Scene22,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene22,dialogue,ブライアン,｜迷惑《めいわく》なんてことないよ。<br>だって、カールは｜傷《きず》ついてるんだもん,Scene23,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene23,dialogue,カール,うん、ありがとう,Scene24,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,
bad_groupchat_story3,Scene24,dialogue,先生,今日はみんなに話があって集まってもらいました。,Scene25,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,
bad_groupchat_story3,Scene25,dialogue,先生,｜最近《さいきん》、カールがとてもつらい思いをしています。,Scene26,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,
bad_groupchat_story3,Scene26,dialogue,先生,アレック・セシル・コニー。なんのことかわかりますよね？,Scene27,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,
bad_groupchat_story3,Scene27,dialogue,先生,どうしてカールの嫌がることをしたんですか？<br>理由を聞かせてください。,Scene28,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,
bad_groupchat_story3,Scene28,dialogue,アレック,なんか、いつも先生とばっか話してるし、ちょっと気持ち悪いって思っていたからです。,Scene29,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,
bad_groupchat_story3,Scene29,dialogue,セシル,みんながそう思ってると思ったし、<br>ちょっとからかうくらいなら｜大丈夫《だいじょうぶ》かなって,Scene30,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,
