storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacterName,centerCharacterName,rightCharacterName,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_kakusan_story1,scene1,talk,,cony_icon,Cony,Cecil,,Cony,今日風強いね〜,scene2,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene2,talk,,cecil_icon,Cecil,Cecil,,Cony,それな。せっかく遊びに来たのにもったいないねー,scene3,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene3,talk,,cony_icon,Cony,Cecil,,Cony,そうだ！クラスで流行ってるダンス動画撮ってSNSにアップしようよ！,scene4,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene4,talk,,cecil_icon,Cecil,Cecil,,Cony,それいいね！じゃあ先に｜私《わたし》｜踊《おど》るから動画｜撮《と》っててよ！,scene5,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene5,talk,,cony_icon,Cony,Cecil,,Cony,もちろん！｜任《まか》せて,scene6,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene6,talk,,cecil_icon,Cecil,Cecil,,Cony,じゃあ行くよ,scene7,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene7,talk_AE,,cecil_icon,Cecil,Cecil,,Cony,cecil_pants,scene8,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene8,talk,,cecil_icon,Cecil,Cecil,,Cony,きゃーーーーーーー！,scene9,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene9,talk,,cony_icon,Cony,Cecil,,Cony,やば！パンツ見えてるよ｜笑《わら》,scene10,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene10,talk,,cecil_icon,Cecil,Cecil,,Cony,やだ〜｜笑《わら》もう｜恥《はず》かしい,scene11,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene11,talk,,cony_icon,Cony,Cecil,,Cony,,scene12,true ,この動画は恥ずかしすぎる,0,scene12,SNSでバズりそうな動画撮れちゃった！,0,scene13,この動画は流石に2人だけの秘密にしないとだめ？,1,scene14,park_bgm,park
good_kakusan_story1,scene12,talk,,cecil_icon,Cecil,Cecil,,Cony,そんなこと言わないでよー,scene15,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene13,talk,,cecil_icon,Cecil,Cecil,,Cony,え？SNSにあげるとか言わないでよ？,scene16,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene14,talk,,cecil_icon,Cecil,Cecil,,Cony,もちろんそうして欲しい,scene17,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene15,talk,,cony_icon,Cony,Cecil,,Cony,だってそうじゃん！,scene18,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene16,talk,,cony_icon,Cony,Cecil,,Cony,えー、まじか。もったいないなー,scene19,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene17,talk,,cony_icon,Cony,Cecil,,Cony,うーーん、,scene20,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene18,talk,,cecil_icon,Cecil,Cecil,,Cony,動画は絶対消してね！,scene20,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene19,talk,,cecil_icon,Cecil,Cecil,,Cony,動画は絶対消してね！,scene20,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene20,talk,,cony_icon,Cony,Cecil,,Cony,みんなにこの動画送るのダメー？,scene21,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene21,talk,,cecil_icon,Cecil,Cecil,,Cony,ダメだよ！恥ずかしいもん！,scene22,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene22,talk,,cony_icon,Cony,Cecil,,Cony,,,true ,じゃあ、サンドラにだけ！,0.3,scene23,仲良い人たちにだけ見せるっていうのはどう？？,1,scene24,つまんなーい。まじで送りたい,0,scene25,park_bgm,park
good_kakusan_story1,scene23,talk,,cecil_icon,Cecil,Cecil,,Cony,それもだめ！,scene26,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene24,talk,,cecil_icon,Cecil,Cecil,,Cony,仲良い人にはもっとみられたくないよ…,scene29,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene25,talk,,cecil_icon,Cecil,Cecil,,Cony,私の話ちゃんと聞いてる？私は嫌なんだ,scene27,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene26,talk,,cecil_icon,Cecil,Cecil,,Cony,本当に嫌だからわかって欲しい,scene28,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene27,talk,,cony_icon,Cony,Cecil,,Cony,そっか,scene30,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene28,talk,,cony_icon,Cony,Cecil,,Cony,そっか、わかった。無理なこと言ってごめんね,scene31,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene29,talk,,cony_icon,Cony,Cecil,,Cony,なんかあんまりよくない考えだった。ごめんね,scene30,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene30,talk,,cony_icon,Cony,Cecil,,Cony,ごめんね,scene31,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene31,talk,,cecil_icon,Cecil,Cecil,,Cony,ううん！わかってくれてありがとう！,scene32,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene32,talk,,cony_icon,Cecil,Cecil,,Cony,じゃあ、次はコニーの番だよ！ダンス動画撮ろう！,scene33,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene33,talk,,cony_icon,Cony,Cecil,,Cony,うん！ありがとう！,scene34,false ,,,,,,,,,,park_bgm,park
good_kakusan_story1,scene34,screen,,,,,,,"「この日は2人で仲良く遊んだ後に家に帰りました」
「次の日の朝学校で」",scene35,false ,,,,,,,,,,classroom_bgm,school
good_kakusan_story1,scene35,talk,,cecil_icon,Cecil,Cecil,,Cony,コニー！おはよう！,scene36,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene36,talk,,cony_icon,Cony,Cecil,,Cony,,,true ,おはよう！,1,scene37,ヤッホー！今日の体育楽しみー！,1,scene37,おはよー。早くみんなに会って話したい！,1,scene37,classroom_bgm,classroom
good_kakusan_story1,scene37,talk,,,Alec,Alec,Cecil,Cony,あ！コニーとセシルだ！ちょうど良かった話聞いて！,scene38,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene38,talk,,cecil_icon,Cecil,Alec,Cecil,Cony,もちろん！どうしたの？,scene39,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene39,talk,,,Alec,Alec,Cecil,Cony,それがさ、朝から学校来る時に転けて怪我しちゃったんだよ,scene40,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene40,talk,,cony_icon,Cony,Alec,Cecil,Cony,,,true ,えー！大丈夫？保健室行く？,1,scene44,転けた瞬間の動画とかも撮れたら面白いのにー,0,scene41,大変だったねー,0.3,scene44,classroom_bgm,classroom
good_kakusan_story1,scene41,talk,,,Alec,Alec,Cecil,Cony,え？なんの話？,scene42,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene42,talk,,cony_icon,Cony,Alec,Cecil,Cony,ううん、なんでもない！,scene43,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene43,talk,,cony_icon,Cony,Alec,Cecil,Cony,てか大丈夫そう？,scene44,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene44,talk,,,Alec,Alec,Cecil,Cony,擦り傷だから大丈夫なんだけど、本当最近ついてないな,scene45,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene45,talk,,,Alec,Alec,Cecil,Cony,なんか面白い話ないの？,scene46,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene46,talk,,cony_icon,Cony,Alec,Cecil,Cony,え！あるよ！,scene47,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene47,talk,,cony_icon,Cony,Alec,Cecil,Cony,,,true ,セシルのおもしろ動画が撮れたんだよ！,0,scene48,激ヤバ動画が撮れた！その話聞いて！　,0,scene48,昨日のセシルと遊んだ時にちょっとした事件が起きたんだ！,1,scene48,classroom_bgm,classroom
good_kakusan_story1,scene48,talk,,,Alec,Alec,Cecil,Cony,まじで！聞かせて！！,scene49,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene49,talk,,,Cecil,Alec,Cecil,Cony,えー！恥ずかしいよ！,scene50,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene50,talk,,cony_icon,Cony,Alec,Cecil,Cony,,,true ,大丈夫！話すだけだから！,0.3,scene51,動画見せないんだったらセシルはいいでしょ？,0,scene52,ちょっとだけだから！アレックだし大丈夫だよ！,1,scene53,classroom_bgm,classroom
good_kakusan_story1,scene51,talk,,,Cecil,Alec,Cecil,Cony,あんまり話してほしくないのに…,scene54,false ,,,,,,,,,,classroom_bgm,classroom
good_kakusan_story1,scene52,talk,,,Cecil,Alec,Cecil,Cony,そういうことじゃないんだけど…,scene54,false ,,,,,,,,,,classroom_bgm,classroom
