storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacterName,centerCharacterName,rightCharacterName,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_gurucha_story2,scene1,talk,,,Alec,Alec_smile,Cecil_smile,Cony_smile,ほら見て見て！始まったよ、カールタイム～笑,scene2,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene2,talk,,,Cecil,Alec_smile,Cecil_smile,Cony_smile,うわほんとだ！<br>毎日｜恒例《こうれい》じゃん…先生とお話ターイム！,scene3,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene3,talk,,,Cony,Alec_smile,Cecil_smile,Cony_smile,,,true ,また始まったね〜,0.3,scene5,私が記録係だから記録しまーす笑,0,scene5,何質問しているのかな？,1,scene5,classroom_bgm,classroom
good_gurucha_story2,scene4,talk,,,Curl,Curl_anxiety,,teacher_normal,あの…ここ、ちょっとわからなくて…,scene5,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene5,talk,,,teacher,Curl_anxiety,,techer_normal,ああ、ここはね、図を見ながら考えるとわかりやすいよ！,scene6,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene6,talk,,,Alec,Alec_smile,Cecil_smile,Cony_smile,あと5分は帰ってこないな、これは笑,scene7,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene7,talk,,,Cecil,Alec_smile,Cecil_smile,Cony_smile,てか今日で、カールタイム記録3日連続なんだけど笑,scene8,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene8,talk,,,Cony,Alec_smile,Cecil_smile,Cony_smile,,,true ,……それ、もういいんじゃない？,1,scene9,そんなに質問して飽きないのかな？,0,scene9,ほぼ毎日質問してるよね,0.3,scene9,classroom_bgm,classroom
good_gurucha_story2,scene9,talk,,,Cecil,Alec_smile,Cecil_normal,Cony_smile,え？聞こえなかった。何か言った？,scene10,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene10,talk,,,Cony,Alec_smile,Cecil_smile,Cony_smile,,,true ,ううん、なんでもない。<br>次の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,0.3,scene12,ん？カールタイムばかにしただけ笑,0,scene12,あんまり悪口言いたくないって言った！気にしないで！,1,scene11,classroom_bgm,classroom
good_gurucha_story2,scene11,talk,,,Cecil,Alec_smile,Cecil_smile,Cony_normal,はいはい真面目モードね笑,scence12,false ,,,,,,,,,,classroom_bgm,classroom
good_gurucha_story2,scene12,,,,,,,,コニーとサンドラのチャット,scene13,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene13,chat,サンドラ,cony_icon,Cony,,,,あのさ相談があるんだけど、、,scene14,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene14,chat,サンドラ,sandra_icon,sandra,,,,なになにどうしたの？？,scene15,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene15,chat,サンドラ,cony_icon,Cony,,,,,,true ,実はアレックとセシルがグルチャで悪口言っていて、困ってるんだよね,1,scene16,アレックとセシルが最低なんだけど、どうしたらいいかな？,0,scene16,アレックとセシル最近口悪いんだよね…,0.3,scene16,chat_bgm,chat
good_gurucha_story2,scene16,chat,サンドラ,sandra_icon,sandra,,,,え、そうなんだ。どんなこと言ってるの？,scence17,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene17,chat,サンドラ,cony_icon,Cony,,,,スクショ画面,scence18,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene18,chat,サンドラ,sandra_icon,sandra,,,,うわ結構言ってるね,scence19,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene19,chat,サンドラ,cony_icon,Cony,,,,,,true ,私はカールに悪いことしたなって思ってるから謝りたいんだけど、許してくれるかな？,1,scene20,私もカールに謝らないといけないのかな？,0,scene21,これ止めなかった私も悪いのかな？,0.3,scene22,chat_bgm,chat
good_gurucha_story2,scene20,chat,サンドラ,sandra_icon,sandra,,,,その気持ち絶対伝わると思うよ！,scene23,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene21,chat,サンドラ,sandra_icon,sandra,,,,うんそれがいいと思うけど、、,scene23,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene22,chat,サンドラ,sandra_icon,sandra,,,,う〜んそうだね。,scene23,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene23,chat,サンドラ,sandra_icon,Sandra,,,,明日謝ってみれば？？,scene24,false ,,,,,,,,,,chat_bgm,chat
good_gurucha_story2,scene24,chat,サンドラ,cony_icon,Cony,,,,そうだね。そうしてみる！,scene25,false ,,,,,,,,,,chat_bgm,chat
