storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_groupchat_story2,Scene0,start,,｜秘密《ひみつ》の｜話《はなし》ができるグループチャットまじ｜楽《たの》しい！,Scene1,FALSE,,,,,,,classroom,,,,,,,,
bad_groupchat_story2,Scene1,start,,でもカールタイムってカールが｜聞《き》いたら｜嫌《いや》がるかな…？,Scene2,FALSE,,,,,,,classroom,,,,,,,,
bad_groupchat_story2,Scene2,dialogue,カール,あの…ここ、ちょっとわからなくて…,Scene3,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,
bad_groupchat_story2,Scene3,dialogue,先生,ああ、ここはね、｜図《ず》を｜見《み》ながら｜考《かんが》えるとわかりやすいよ！,Scene4,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,
bad_groupchat_story2,Scene4,dialogue,アレック,うわあれカールタイム｜始《はじ》まってます｜笑《わら》,Scene5,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene5,dialogue,セシル,てか、カールタイム｜記録《きろく》してる？,Scene6,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,
bad_groupchat_story2,Scene6,dialogue,コニー,,,TRUE,もちろん！｜今日《きょう》で｜3日目《みっかめ》｜笑《わら》,1,Scene7,そうだった｜記録《きろく》｜係《かかり》｜私《わたし》か…｜笑《わら》,0,Scene7,classroom,Three,Alec_normal,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene7,dialogue,アレック,やばすぎ！まじ｜迷惑《めいわく》だよね,Scene8,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene8,dialogue,アレック,｜迷惑《めいわく》な｜人《ひと》はちゃんと｜記録《きろく》しないと〜｜笑《わら》,Scene9,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_irritation,,,,
bad_groupchat_story2,Scene9,dialogue,コニー,,,TRUE,そんなに｜迷惑《めいわく》かな…？,0,Scene11,それな！｜面白《おもしろ》いけど｜迷惑《めいわく》〜,1,Scene10,classroom,Three,Alec_disgusting,Cecil_smile,Cony_suprised,,,,
bad_groupchat_story2,Scene10,dialogue,セシル,｜流石《さすが》に｜言《い》い｜過《す》ぎてて｜面白《おもしろ》い,Scene14,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_suprised,,,,
bad_groupchat_story2,Scene11,dialogue,セシル,え？｜聞《き》こえなかった。｜何《なに》か｜言《い》った？,Scene12,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_fun,Cony_suprised,,,,
bad_groupchat_story2,Scene12,dialogue,コニー,ううん、なんでもない。<br>｜次《つぎ》の｜授業《じゅぎょう》の｜準備《じゅんび》しようかな〜,Scene13,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_fun,Cony_smile,,,,
bad_groupchat_story2,Scene13,chat,セシル,｜今日《きょう》も｜学校《がっこう》｜疲《つか》れたね〜,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene14,chat,アレック,てかさ、｜前《まえ》から｜思《おも》ってたんだけど、<br>カールって｜友達《ともだち》いないよね,Scene15,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene15,chat,コニー,,,TRUE,｜確《たし》かに！ひとりぼっちだね！,1,Scene16,そんなに｜1人《ひとり》でいるっけ？｜笑《わら》,0,Scene16,chatBackground,,,,,,,,
bad_groupchat_story2,Scene16,chat,アレック,カールの｜周《まわ》りって誰も｜近寄《ちかよ》らないよね,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene17,chat,セシル,それってカールゾーンじゃん！,Scene18,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene18,chat,コニー,,,TRUE,……ちょっと｜言《い》い｜過《す》ぎじゃない？？｜笑《わら》,0,Scene19,カールゾーンに｜入《はい》ったら｜抜《ぬ》け｜出《だ》せなくなるとかありそう！,1,Scene20,chatBackground,,,,,,,,
bad_groupchat_story2,Scene19,chat,アレック,どうしたのコニー｜笑《わら》ノリ｜悪《わる》！,Scene21,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene20,chat,アレック,｜言《い》ってることヤバすぎるって｜笑《わら》,Scene23,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene21,chat,セシル,｜今《いま》まで｜思《おも》ってもないこと｜私《わたし》たちに｜合《あ》わせて｜言《い》ってたの？,Scene22,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene22,chat,コニー,うそうそ！｜流石《さすが》に｜冗談《じょうだん》だよ！,Scene23,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene23,chat,コニー,,,TRUE,カールってまじうざい！｜転校《てんこう》しちゃえばいいのに,1,Scene24,カールも｜悪《わる》いとこあるよね｜笑《わら》,0,Scene24,chatBackground,,,,,,,,
bad_groupchat_story2,Scene24,chat,アレック,やば！それも｜言《い》い｜過《す》ぎ！｜笑《わら》,Scene25,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene25,chat,セシル,てか｜話《はなし》｜戻《もど》るけど、｜明日《あした》｜誰《だれ》かカールゾーン｜踏《ふ》み｜込《こ》むかな？,Scene26,FALSE,,,,,,,chatBackground,,,,,,,,
bad_groupchat_story2,Scene26,chat,コニー,,,TRUE,｜誰《だれ》か｜踏《ふ》み｜込《ふ》むんじゃないかな….？,0,end,まじカールゾーンってやばすぎ｜笑《わら》,1,end,chatBackground,,,,,,,,
