storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm
bad_netomo_story3,Scene0,start,コニー,ネトモのニックと｜会《あ》ったんだけど、お｜金《かね》が｜必要《ひつよう》だって…,Scene1,FALSE,,,,,,,arasuzi_background,,,,,,,,
bad_netomo_story3,Scene1,start,コニー,やっぱりお｜金《かね》｜払《はら》わないとダメだよね？,Scene2,FALSE,,,,,,,arasuzi_background,,,,,,,,
bad_netomo_story3,Scene2,dialogue,ニック,それでなんだけど、これ｜一応《いちおう》｜定価《ていか》よりは｜安《やす》くしてあげたんだよね,Scene3,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_sorry,,
bad_netomo_story3,Scene3,dialogue,コニー,,,TRUE,え？？,0,Scene4,でもチャットではあげるって｜言《い》ってたよね？,1,Scene4,park,Two,,,,Nick_normal,Cony_sorry,,
bad_netomo_story3,Scene4,dialogue,ニック,｜無料《むりょう》であげるとは｜言《い》ってないはずだよ,Scene5,FALSE,,,,,,,park,Two,,,,Nick_normal,Cony_sorry,,
bad_netomo_story3,Scene5,dialogue,コニー,,,TRUE,そっか…。｜全部《ぜんぶ》でいくらするの？,1,Scene6,いくら｜渡《わた》したらいいの？,0,Scene6,park,Two,,,,Nick_normal,Cony_sorry,,
bad_netomo_story3,Scene6,dialogue,ニック,うーん、だいたい5000｜円《えん》くらいかな,Scene7,FALSE,,,,,,,park,Two,,,,Nick_angry,Cony_sorry,,
bad_netomo_story3,Scene7,dialogue,ニック,ちゃんと｜払《はら》ってくれる？,Scene8,FALSE,,,,,,,park,Two,,,,Nick_angry,Cony_sorry,,
bad_netomo_story3,Scene8,dialogue,コニー,,,TRUE,わかった…。｜払《はら》うよ…,0,Scene9,｜私《わたし》が｜悪《わる》かった！｜渡《わ》すね！,1,Scene9,park,Two,,,,Nick_angry,Cony_sorry,,
bad_netomo_story3,Scene9,chat,コニー,｜今日《きょう》はありがとう,Scene10,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene10,chat,コニー,でもお｜金《かね》が｜必要《ひつよう》だったなら｜言《い》って｜欲《ほ》しかった,Scene11,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene11,chat,ニック,え？でも｜無料《むりょう》であげるなんて｜一回《いっかい》も｜言《い》ってないけど,Scene12,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene12,chat,コニー,,,TRUE,でも｜貰《もら》ってくれない？って｜言《い》ったよね？,0,Scene13,｜知《し》らなかった｜私《わたし》が｜悪《わる》いよね,1,Scene13,chatBackground,,,,,,,,
bad_netomo_story3,Scene13,chat,ニック,めんどくさいな〜じゃあ｜返《かえ》すの？,Scene14,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene14,chat,コニー,ごめん。でも｜返《かえ》したい…,Scene15,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene15,chat,ニック,あ〜もうわかったよ。,Scene16,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene16,chat,コニー,｜来週《らいしゅう》の｜日曜《にちよう》また｜南島《みなみじま》｜行《い》くからその｜時《とき》｜取《と》りに｜行《い》く,Scene17,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene17,chat,ニック,ありがとう…,Scene18,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene18,chat,ニック,もうめんどくさいし、｜直接《ちょくせつ》｜家《いえ》に｜向《む》かうから,Scene19,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene19,chat,コニー,,,TRUE,｜家《いえ》か。お｜母《かあ》さんに｜聞《き》いてみるね！,0,Scene20,わかった！,1,Scene21,chatBackground,,,,,,,,
bad_netomo_story3,Scene20,chat,ニック,いや｜会《あ》うの｜一瞬《いっしゅん》だし、わざわざ｜聞《き》かなくていいよ,Scene21,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene21,chat,ニック,まあまた｜会《あ》いに｜来週《らいしゅう》の｜日曜《にちよう》｜行《い》くから〜,Scene22,FALSE,,,,,,,chatBackground,,,,,,,,
bad_netomo_story3,Scene22,chat,ニック,,,TRUE,うん！ごめんね,0,Scene23,また｜会《あ》えるの｜楽《たの》しみにしとく！,1,Scene23,chatBackground,,,,,,,,
