storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm,groupName
bad_kakusan_story1,Scene0,start,コニー,｜今日《きょう》はセシルと｜遊《あそ》ぶために｜公園《こうえん》に｜来《き》たんだ！,Scene1,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_kakusan_story1,Scene1,start,コニー,｜最近《さいきん》｜流行《はや》ってるダンス｜動画《どうが》でも｜撮《と》ろっかな〜,Scene2,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_kakusan_story1,Scene2,dialogue,セシル,｜今日《きょう》｜何《なに》して｜遊《あそ》ぶ〜？,Scene3,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene3,dialogue,コニー,｜今日《きょう》は｜流行《はや》ってるダンス｜動画《どうが》｜撮《と》ろうよ！,Scene4,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene4,dialogue,セシル,じゃあ｜先《さき》に｜私《わたし》｜踊《おど》るから｜動画《どうが》｜撮《と》っててよ！,Scene5,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene5,dialogue,コニー,もちろん！｜任《まか》せて！,Scene6,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene6,dialogue_AE,,セシルのどうが,Scene7,FALSE,,,,,,,park,,,,,,,,park_bgm,
bad_kakusan_story1,Scene7,dialogue,コニー,,,TRUE,やば！パンツ｜見《み》えてるよ（笑）,1,Scene8,｜風《かぜ》つよ！セシル｜大丈夫《だいじょうぶ》！？,0,Scene8,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene8,dialogue,セシル,やだ〜（笑）もう｜恥《は》ずかしい,Scene9,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_surprised,,park_bgm,
bad_kakusan_story1,Scene9,dialogue,セシル,｜動画《どうが》は｜絶対《ぜったい》｜消《け》してね！！,Scene10,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_surprised,,park_bgm,
bad_kakusan_story1,Scene10,dialogue,コニー,,,TRUE,わかった！,0,Scene11,（まじでセシル｜面白《おもしろ》い！この｜動画《どうが》｜勝手《かって》に｜広《ひろ》めちゃお）,1,Scene14,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene11,dialogue,セシル,たのんだよー！！,Scene12,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene12,dialogue,コニー,はいはい、わかった（笑）,Scene13,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene13,dialogue,コニー,（アレックだけなら｜拡散《かくさん》されないでしょ！｜送《おく》ろ！）,Scene14,FALSE,,,,,,,park,Two,,,,Cecil_smile,Cony_smile,,park_bgm,
bad_kakusan_story1,Scene14,screen,,アレックとのチャット,Scene15,FALSE,,,,,,,school,,,,,,,,chat_bgm,
bad_kakusan_story1,Scene15,chat,コニー,この｜動画《どうが》｜見《み》て！,Scene16,FALSE,,,,,,,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene16,chat_picture,コニー,どうがのスクリーンショット,Scene17,FALSE,,,,,,,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene17,chat,アレック,よく｜見《み》たらパンツ｜見《み》えてるじゃん！！,Scene18,FALSE,,,,,,,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene18,chat,コニー,,,TRUE,SNSに｜載《の》せたい！（笑）,1,Scene19,｜他《ほか》の｜人《ひと》には｜共有《きょうゆう》したらダメだよ！,0,Scene19,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene19,chat,アレック,まじ｜広《ひろ》めたい（笑）,Scene20,FALSE,,,,,,,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene20,chat,コニー,,,TRUE,やば！まじうける（笑）,1,Scene21,｜拡散《かくさん》はだめだよ〜,0,Scene21,chatBackground_01,,,,,,,,chat_bgm,アレック
bad_kakusan_story1,Scene21,screen,,セシルとのチャット,Scene22,FALSE,,,,,,,school,,,,,,,,chat_bgm,
bad_kakusan_story1,Scene22,chat,コニー,やっぱりアレックに｜送《おく》っちゃった（笑）,Scene23,FALSE,,,,,,,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene23,chat,セシル,ちょっとやめてよー！,Scene24,FALSE,,,,,,,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene24,chat,コニー,,,TRUE,えー！いいじゃん！こんなに｜面白《おもしろ》いのに！,1,Scene25,ごめん。そんなに｜嫌《いや》とは｜思《おも》ってなかった,0,Scene25,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene25,chat,セシル,うん、でも｜恥《は》ずかしいから｜送信《そうしん》｜取《と》り｜消《け》してほしいよ,Scene26,FALSE,,,,,,,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene26,chat,コニー,,,TRUE,わかった！ごめん！,0,Scene27,もっとみんなに｜見《み》てほしかったけど｜仕方《しかた》ないな。,1,Scene27,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene27,chat,コニー,｜送信《そうしん》｜取《と》り｜消《け》しするね,Scene28,FALSE,,,,,,,chatBackground_02,,,,,,,,chat_bgm,セシル
bad_kakusan_story1,Scene28,chat,セシル,よかった〜ありがとう！,end,FALSE,,,,,,,chatBackground_02,,,,,,,,chat_bgm,セシル
