storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacterName,centerCharacterName,rightCharacterName,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_kakusan_story2,scene1,storyline,,,,,,,｜送信《そうしん》｜取《と》り｜消《け》ししたからもう｜大丈夫《だいじょうぶ》なはず！,scene2,false ,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_kakusan_story2,scene2,storyline,,,,,,,みんなもそう｜思《おも》うよね…？,scene3,false ,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_kakusan_story2,scene3,screen,,,,,,,アレック・ケビン・カール・コニーのチャット,scene4,false ,,,,,,,,,,chat_bgm,school
good_kakusan_story2,scene4,chat,アレック･ケビン･カール･コニー,alec_icon,Alec,,,Cony,みてこれ！,scene5,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene5,chat_picture,アレック･ケビン･カール･コニー,alec_icon,Alec,,,Cony,どうがのスクリーンショット,scene6,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene6,chat,アレック･ケビン･カール･コニー,kevin_icon,Kevin,,,Cony,この｜動画《どうが》｜本当《ほんとう》にやばいね（笑）,scene7,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene7,chat,アレック･ケビン･カール･コニー,cony_icon,Cony,,,Cony,え、なんでこの｜動画《どうが》｜持《も》ってるの？,scene8,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene8,chat,アレック･ケビン･カール･コニー,curl_icon,Curl,,,Cony,この｜動画《どうが》｜大丈夫《だいじょうぶ》？,scene9,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene9,chat,アレック･ケビン･カール･コニー,cony_icon,Cony,,,Cony,,,true ,｜大丈夫《だいじょうぶ》じゃない！<br>｜送信《そうしん》｜取《と》り｜消《け》ししたのに...,1,scene10,みんなに｜広《ひろ》まらないならいいかも？,0.3,scene11,これめっちゃ｜面白《おもしろ》いよね（笑）,0,scene11,chat_bgm,chatBackground_02
good_kakusan_story2,scene10,chat,アレック･ケビン･カール･コニー,alec_icon,Alec,,,Cony,｜動画《どうが》を｜送《おく》ったのはコニーじゃん（笑）,scene11,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene11,chat,アレック･ケビン･カール･コニー,curl_icon,Curl,,,Cony,いやいやこれはセシル｜悲《かな》しむよ？,scene12,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene12,chat,アレック･ケビン･カール･コニー,cony_icon,Cony,,,Cony,そうだよね...,scene13,false ,,,,,,,,,,chat_bgm,chatBackground_02
good_kakusan_story2,scene13,chat,アレック･ケビン･カール･コニー,cony_icon,Cony,,,Cony,,,true ,｜怒《おこ》られるかな〜？,0.3,scene14,まあでもこのグループだけならいっか（笑）,0,scene14,アレック｜動画《どうが》｜消《け》してよ,1,scene14,chat_bgm,chatBackground_02
