storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacter,centerCharacter,rightCharacter,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_netomo_story1,scene1,storyline,,,,,,,,scene2,false ,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_netomo_story1,scene2,storyline,,,,,,,,scene3,false ,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_netomo_story1,scene3,chat,ニック,cony_icon,Cony,,,Cony,ヤッホー！<br>｜昨日《きのう》のライブ配信《はいしん》見《み》た？,scene4,false ,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story1,scene4,chat,ニック,nick_icon,Nick,,,Cony,ネトモに会《あ》ってリアタイして見《み》たよ,scene5,false ,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story1,scene5,chat,ニック,cony_icon,Cony,,,Cony,,,true ,ネトモに｜直《ちょく》で会《あ》ったの？,0.3,scene6,私《わたし》も会《あ》って話《はな》したい！,0,scene8,それって危《あぶ》ないことじゃないの？,1,scene7,chat_bgm,chatBackground_01
good_netomo_story1,scene6,chat,ニック,nick_icon,Nick,,,Cony,そうだよ。,scene7,false ,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story1,scene7,chat,ニック,nick_icon,Nick,,,Cony,全《まった》く危《あぶ》なくないよ（笑）,scene8,false ,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story1,scene8,chat,ニック,nick_icon,Nick,,,Cony,コニーにも会《あ》いたいから、次《つぎ》の集《あつ》まりにおいでよ！,scene9,false ,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story1,scene9,chat,ニック,cony_icon,Cony,,,Cony,,,true ,ん〜どうしようかな（笑）,0.3,scene10,私《わたし》集《あつ》まりに参加《さんか》したことがないからむり！（笑）,1,scene10,一緒《いっしょ》に見《み》たい！,0,scene10,chat_bgm,chatBackground_01
good_netomo_story1,scene10,chat,ニック,nick_icon,Nick,,,Cony,まって、じゃあさ限定《げんてい》グッズのこと知《し》らない？,scene11,false ,,,,,,,,,,chat_bgm,chatBackground_01
