storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacter,centerCharacter,rightCharacter,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_netomo_story3,scene1,storyline,,,,,,,ちゃんとお｜母《かあ》さんに｜相談《そうだん》したことで、｜不安《ふあん》な｜気持《きも》ちがなくなった！,scene2,FALSE,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_netomo_story3,scene2,storyline,,,,,,,ちゃんとニックに｜会《あえ》えないことを｜伝《つた》えようと｜思《おも》う！,scene3,FALSE,,,,,,,,,,arasuzi_bgm,arasuzi_background
good_netomo_story3,scene3,chat,ニック,,ニック,,,Cony,もうすぐ｜日曜日《にちようび》だね！｜楽《たの》しみ！,scene4,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene4,chat,ニック,,コニー,,,Cony,そのことなんだけどさ、ちょっとお｜母《かあ》さんに｜話《はな》してみたんだよね,scene5,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene5,chat,ニック,,コニー,,,Cony,｜話《はな》してみて、まだ｜会《あ》うのはやめておいた｜方《ほう》がいいかなって｜思《おも》った...,scene6,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene6,chat,ニック,,ニック,,,Cony,そっか...なんで｜会《あ》えないの？,scene7,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene7,chat,ニック,,コニー,,,Cony,,,TRUE,｜会《あ》いたくないから。むりだから,0,scene8,ネットのやり｜取《と》りは｜楽《たの》しいけど、やっぱ｜直《ちょく》で｜会《あ》うのは｜怖《こわ》くて...,1,scene9,ん〜（笑）また｜今度《こんど》！,0.3,scene10,chat_bgm,chatBackground_01
good_netomo_story3,scene8,chat,ニック,,ニック,,,Cony,なにその｜言《い》い｜方《かた》！ひどいよ...,scene11,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene9,chat,ニック,,ニック,,,Cony,そっか。｜確《たし》かに｜会《あ》ったことないし｜不安《ふあん》になるよね（笑）,scene11,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene10,chat,ニック,,ニック,,,Cony,｜今度《こんど》？それっていつになるかわからないじゃん...,scene11,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene11,chat,ニック,,コニー,,,Cony,せっかく｜来《こ》ようとしてくれてたのにごめんね,scene12,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
good_netomo_story3,scene12,chat,ニック,,ニック,,,Cony,｜俺《おれ》｜知《し》らない｜人《ひと》じゃないじゃん（笑）｜残念《ざんねん》だな...,scene13,FALSE,,,,,,,,,,chat_bgm,chatBackground_01
