storyId,sceneId,sceneType,groupName,icon,characterName,leftCharacter,centerCharacter,rightCharacter,text,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,choice3Text,choice3Percentage,choice3NextSceneId,bgm,background
good_netomo_story3,scene1,talk,,,Mother_normal,Nick_angry,Mother_normal,Cony_sorry,コニー、まずは落ち着いて。<br>こういう時は、すぐに返事はしなくていいんだよ,scene2,false,,,,,,,,,,,park
good_netomo_story3,scene2,talk,,,Mother_normal,Nick_angry,Mother_normal,Cony_sorry,お金のことが関わるなら、親としてきちんと｜確認《かくにん》が必要です。今日はグッズを持ち帰ってください。,scene3,false,,,,,,,,,,,park
good_netomo_story3,scene3,talk,,,Mother_normal,Nick_angry,Mother_normal,Cony_sorry,私とコニーで一度話し合います。,scene4,false,,,,,,,,,,,park
good_netomo_story3,scene4,talk,,,Cony_sorry,Nick_angry,Mother_normal,Cony_sorry,,,true,お母さんそんな言い方はないんじゃない？,0.3,scene5,私も悪かったです。ニックごめんね,0,scene5,（何も言わない）,1,scene5,,park
good_netomo_story3,scene5,talk,,,Nick_angry,Nick_angry,Mother_normal,Cony_anixiety,別にそこまでしなくてもいいじゃん。今買ってよ,scene6,false,,,,,,,,,,,park
good_netomo_story3,scene6,talk,,,Nick_angry,Nick_angry,Mother_normal,Cony_anixiety,｜欲《ほ》しいって言ってたのはコニーだし、持ってきたのに。,scene7,false,,,,,,,,,,,park
good_netomo_story3,scene7,talk,,,Mother_normal,Nick_angry,Mother_normal,Cony_sorry,お金のやり取りをするなら、きちんとした約束がないといけません。コニーにとってもそれを学ぶいい機会です。,scene8,false,,,,,,,,,,,park
good_netomo_story3,scene8,talk,,,Cony_sorry,Nick_angry,Mother_normal,Cony_sorry,,,true,お母さん！ニックが可哀想だからもう言わないで,0.3,scene9,約束してなかったからごめん。,0,scene9,確かに約束できてなかった。,1,scene9,,park
good_netomo_story3,scene9,talk,,,Nick_angry,Nick_angry,Mother_normal,Cony_sorry,…………わかったよ。じゃあ今日は持ち帰るよ,scene10,false,,,,,,,,,,,park
good_netomo_story3,scene10,talk,,,Nick_angry,Nick_angry,Mother_normal,Cony_anixiety,ただ｜僕《ぼく》だって｜簡単《かんたん》にここまで来たんじゃないよ。<br>時間もお金も使ってるし、もう少し考えてくれない？,scene11,false,,,,,,,,,,,park
good_netomo_story3,scene11,talk,,,Mother_normal,Nick_angry,Mother_normal,Cony_sorry,もちろんです。私たちも家でよく話し合って必要ならこちらからご｜連絡《れんらく》します。,scene12,false,,,,,,,,,,,park
good_netomo_story3,scene12,talk,,,Cony_sorry,Nick_angry,Mother_normal,Cony_sorry,,,true,せっかく持ってきてくれたのにごめんね。,0.3,scene13,お母さんそんなに怒らなくても…,0,scene13,ご、ごめん…,1,scene13,,park
good_netomo_story3,scene13,talk,,,Nick_angry,Nick_angry,Mother_normal,Cony_sorry,はあ、本当に時間の｜無駄《むだ》だったな。<br>また考えて｜連絡《れんらく》して,scene14,false,,,,,,,,,,,park
good_netomo_story3,scene14,talk,,,Cony_irritation,Mother_normal,,Cony_irritation,今日は一緒に来てくれて本当にありがとう。,scene15,false,,,,,,,,,,,my_room
good_netomo_story3,scene15,talk,,,Cony_irritation,Mother_normal,,Cony_irritation,,,true,もしお母さんがいなかったらどうなってたか分からないよ。,0.3,scene16,お金払わなくてもよかったのかな？,0,scene17,ニックとまた連絡とったらだめ？,1,scene18,,my_room
good_netomo_story3,scene16,talk,,,Mother_normal,Mother_normal,,Cony_irritation,大丈夫だよ。<br>あの場で｜対処《たいしょ》できて本当によかったね,scene17,false,,,,,,,,,,,my_room
good_netomo_story3,scene17,talk,,,Mother_normal,Mother_normal,,Cony_irritation,大丈夫だよ。<br>あの場で｜対処《たいしょ》できて本当によかったね,scene18,false,,,,,,,,,,,my_room
good_netomo_story3,scene18,talk,,,Mother_normal,Mother_normal,,Cony_sorry,自分で考えてみてわからない？,scene19,false,,,,,,,,,,,my_room
good_netomo_story3,scene19,talk,,,Mother_normal,Mother_normal,,Cony_sorry,そもそもニックはお金のこと言っていたの？,scene20,false,,,,,,,,,,,my_room
good_netomo_story3,scene20,talk,,,Cony_sorry,Mother_normal,,Cony_sorry,,,true,最初から言ってなかった…,0.3,scene21,言ってなかったし、私何もわかってなかった。,0,scene21,言ってないけど大丈夫だと思ってた。,1,scene21,,my_room
good_netomo_story3,scene21,talk,,,Mother_normal,Mother_normal,,Cony_sorry,うん。<br>最初からちゃんとした意図を伝えられなかった時点でおかしいと思うべきだった。,scene22,false,,,,,,,,,,,my_room
good_netomo_story3,scene22,talk,,,Mother_normal,Mother_normal,,Cony_sorry,もしお金を払っていたらもっと｜深刻《しんこく》な問題になっていたかもしれないね。,scene23,false,,,,,,,,,,,my_room
good_netomo_story3,scene23,talk,,,Cony_panic,Mother_normal,,Cony_panic,,,true,お母さんに相談してよかった！,0.3,scene24,確かにそうかも,0,scene24,まさか深刻になるわけないじゃん笑,1,scene24,,my_room
good_netomo_story3,scene24,talk,,,Mother_normal,Mother_normal,,Cony_panic,ネトモと話すのは楽しいかもしてないけど、必要以上に｜情報《じょうほう》を話してしまうことがあるの。,scene25,false,,,,,,,,,,,my_room
good_netomo_story3,scene25,talk,,,Mother_normal,Mother_normal,,Cony_panic,これからも何かあったらすぐ相談してね。,scene26,false,,,,,,,,,,,my_room
good_netomo_story3,scene26,talk,,,Cony,,Cony,,ニックから何度も｜直接《ちょくせつ》会って話そうと連絡がありました。,scene27,false,,,,,,,,,,,my_room
good_netomo_story3,scene27,talk,,,Cony,,Cony,,最終的に、ニックのSNSをブロックすることを決めました。,scene28,false,,,,,,,,,,,my_room
good_netomo_story3,scene28,talk,,,Cony,,Cony,,お母さんにちゃんと相談できていたから、大きなトラブルに｜巻《ま》き｜込《こ》まれずにすみました。,scene29,false,,,,,,,,,,,my_room
good_netomo_story3,scene29,talk,,,Cony,,Cony,,大きなトラブルに巻き込まれないように、気をつけていきます！,end,false,,,,,,,,,,,my_room
