storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm,groupName
bad_groupchat_story3,Scene0,start,,アレックとセシルとカールのこといじってるけど<br>このままいじり｜続《つ》けていいのかな？,Scene1,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_groupchat_story3,Scene1,start,,｜最近《さいきん》はひどい｜言葉《ことば》も｜増《ふ》えてきた｜気《き》がする…,Scene2,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_groupchat_story3,Scene2,dialogue,ブライアン,カール｜最近《さいきん》｜大丈夫《だいじょうぶ》？,Scene3,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene3,dialogue,カール,え？なんのこと？,Scene4,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene4,dialogue,ブライアン,アレックとセシルとコニーが｜君《きみ》の｜悪口《わるぐち》｜言《い》ってるスクショ｜見《み》たんだ…,Scene5,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene5,dialogue,カール,そのスクショ｜見《み》せてもらってもいい？,Scene6,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene6,dialogue,ブライアン,もちろん。でも、あんまり｜気《き》にしたらダメだよ,Scene7,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene7,dialogue,カール,うん、ありがとう,Scene8,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene8,dialogue,アレック,おい、ブライアンがカールゾーンに行ったよ,Scene9,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene9,dialogue,コニー,,,TRUE,カールゾーンには｜近《ちか》づけないわ（笑）,1,Scene10,カールゾーンって｜言《い》うのもうやめようよ〜,0,Scene12,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene10,dialogue,アレック,ていうか｜内心《ないしん》コニーノリ｜悪《わる》いと｜思《おも》ってたけど｜全然《ぜんぜん》そんなことなかったわ（笑）,Scene11,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene11,dialogue,セシル,それな！やっぱこの3｜人《にん》でいる｜時《とき》、ノリ｜良《よ》くて｜楽《たの》しい！,Scene13,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene12,dialogue,アレック,コニーどうしたの？ノリ悪いよ,Scene13,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene13,dialogue,コニー,,,TRUE,｜私《わたし》はもう｜悪口《わるぐち》｜言《い》わないって｜決《き》めたからさ〜（笑）,0,Scene14,カールみたいに、｜私《わたし》がノリ｜悪《わる》いわけないじゃん！,1,Scene14,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story3,Scene14,dialogue,ブライアン,あの3｜人《にん》｜声《こえ》｜大《おお》きいね……。,Scene15,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene15,dialogue,ブライアン,｜良《よ》かったら｜先生《せんせい》にこのこと｜相談《そうだん》しに｜行《い》かない？,Scene16,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene16,dialogue,カール,うん、そうする。｜一緒《いっしょ》に｜来《き》てほしい…,Scene17,FALSE,,,,,,,classroom,Two,,,,Curl_tear,Brian_trouble,,classroom_bgm,
bad_groupchat_story3,Scene17,screen,,その日の｜放課後《ほうかご》,Scene18,FALSE,,,,,,,School,,,,,,,,classroom_bgm,
bad_groupchat_story3,Scene18,dialogue,先生,｜今日《きょう》は｜話《はなし》があって3｜人《にん》に｜集《あ》まってもらいました。,Scene19,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,classroom_bgm,
bad_groupchat_story3,Scene19,dialogue,先生,どうしてカールの｜嫌《いや》がることをしたんですか？<br>｜理由《りゆう》を｜聞《き》かせてください。,Scene20,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,classroom_bgm,
bad_groupchat_story3,Scene20,dialogue,セシル,ちょっとからかうくらいなら｜大丈夫《だいじょうぶ》かなって,Scene21,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
bad_groupchat_story3,Scene21,dialogue,コニー,,,TRUE,｜少《すこ》しだけでしたよ。そんなに｜悪《わる》いことですか？,1,Scene22,カールの｜気持《きも》ちを｜考《かんが》えていませんでした...,0,Scene22,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
bad_groupchat_story3,Scene22,dialogue,先生,カールは体調が悪くて遅刻をしていました。,Scene23,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,classroom_bgm,
bad_groupchat_story3,Scene23,dialogue,先生,あなたたちは理由を知っていましたか？,Scene24,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,classroom_bgm,
bad_groupchat_story3,Scene24,dialogue,アレック,｜知《し》らなかったけど、俺《おれ》は気持《きも》ちはわかりません。,Scene25,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
bad_groupchat_story3,Scene25,dialogue,コニー,,,TRUE,｜理由《りゆう》は知《し》らなかったけど、私《わたし》は悪《わる》くないです。,1,Scene26,いじりのつもりでした。ごめんなさい,0,Scene26,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
bad_groupchat_story3,Scene26,dialogue,先生,もう｜一度《いちど》｜聞《き》きます。<br>あなたたちは｜自分《じぶん》のしたことをどう｜思《おも》いますか？,Scene27,FALSE,,,,,,,classroom,One,,,,,,Teacher_irritation,classroom_bgm,
bad_groupchat_story3,Scene27,dialogue,アレック,まあ｜多少《たしょう》は｜悪《わる》かったと｜思《おも》います。,Scene28,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
bad_groupchat_story3,Scene28,dialogue,セシル,｜悪《わる》いかもだけどそこまでのことではないと｜思《おも》います。,Scene29,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_trouble,Cony_irritation,,,,classroom_bgm,
