storyId,sceneId,viewType,characterName,dialogueText,nextSceneId,isChoice,choice1Text,choice1Percentage,choice1NextSceneId,choice2Text,choice2Percentage,choice2NextSceneId,background,TalkingPeople,LeftCharacter,CenterCharacter,RightCharacter,OneCharacter,TwoCharacter,OnePerson,bgm,groupName
bad_groupchat_story2,Scene0,start,,｜秘密《ひみつ》の｜話《はなし》ができるグループチャットまじ｜楽《たの》しい！,Scene1,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_groupchat_story2,Scene1,start,,でもカールタイムってカールが｜聞《き》いたら｜嫌《いや》がるかな…？,Scene2,FALSE,,,,,,,arasuzi_background,,,,,,,,arasuzi_bgm,
bad_groupchat_story2,Scene2,dialogue,カール,また｜遅刻《ちこく》しました...ごめんなさい！！,Scene3,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,classroom_bgm,
bad_groupchat_story2,Scene3,dialogue,先生,もう〜｜気《き》をつけてね！はい｜席《せき》に｜座《すわ》ってね！,Scene4,FALSE,,,,,,,classroom,Two,,,,Curl_anixiety,Teacher_normal,,classroom_bgm,
bad_groupchat_story2,Scene4,dialogue,アレック,うわあれカールタイム｜始《はじ》まってます（笑）,Scene5,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene5,dialogue,セシル,てか、カールタイム｜記録《きろく》してる？,Scene6,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene6,dialogue,コニー,,,TRUE,もちろん！｜今日《きょう》で｜3日目《みっかめ》（笑）,1,Scene7,そうだった｜記録《きろく》｜係《かかり》｜私《わたし》か…（笑）,0,Scene7,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene7,dialogue,アレック,やばすぎ！まじ｜迷惑《めいわく》だよね,Scene8,FALSE,,,,,,,classroom,Three,Alec_normal,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene8,dialogue,アレック,｜迷惑《めいわく》な｜人《ひと》はちゃんと｜記録《きろく》しないと〜（笑）,Scene9,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene9,dialogue,コニー,,,TRUE,ふたりとも｜言《い》い｜過《す》ぎだよ〜（笑）,0,Scene11,それな！まじ｜迷惑《めいわく》,1,Scene10,classroom,Three,Alec_disgusting,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene10,dialogue,セシル,｜流石《さすが》に｜言《い》い｜過《す》ぎてて｜面白《おもしろ》い,Scene13,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_smile,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene11,dialogue,セシル,え？｜聞《き》こえなかった。｜何《なに》か｜言《い》った？,Scene12,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_fun,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene12,dialogue,コニー,ううん、なんでもないよ〜,Scene13,FALSE,,,,,,,classroom,Three,Alec_disgusting,Cecil_fun,Cony_smile,,,,classroom_bgm,
bad_groupchat_story2,Scene13,screen,,その｜日《ひ》のチャットでは・・・,Scene14,FALSE,,,,,,,school,,,,,,,,chat_bgm,
bad_groupchat_story2,Scene14,chat,セシル,｜今日《きょう》も｜学校《がっこう》｜疲《つか》れたね〜,Scene15,FALSE,,,,,,,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
bad_groupchat_story2,Scene15,chat,アレック,てかさ、｜前《まえ》から｜思《おも》ってたんだけど、<br>カールって｜友達《ともだち》いないよね,Scene16,FALSE,,,,,,,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
bad_groupchat_story2,Scene16,chat,コニー,,,TRUE,｜確《たし》かに！ひとりぼっちだね！,1,Scene17,そんなにひとりでいるっけ？（笑）,0,Scene17,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
bad_groupchat_story2,Scene17,chat,アレック,カールの｜周《まわ》りって｜誰《だれ》も｜近寄《ちかよ》らないよね,Scene18,FALSE,,,,,,,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
bad_groupchat_story2,Scene18,chat,セシル,それってカールゾーンじゃん！,Scene19,FALSE,,,,,,,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
bad_groupchat_story2,Scene19,chat,コニー,,,TRUE,……ちょっと｜言《い》い｜過《す》ぎじゃない？？（笑）,0,Scene20,カールゾーンに｜入《はい》ったら｜抜《ぬ》け｜出《だ》せなくなるとかありそう！,1,Scene21,chatBackground_04,,,,,,,,chat_bgm,アレック・セシル・コニー
